"","feature.name","w","rk","z","pval","fdr"
"Ipo4",264,0.000123415783587518,6838.3,0.17558259908014,0.787892939619197,0.999843667608648
"Tm9sf1",265,0.000581551282177522,3442.2,0.775003866422386,0.453935404698416,0.999843667608648
"Rec8",266,0.000736588145149748,2317.3,0.979010584287631,0.333455723333395,0.999843667608648
"Irf9",267,0.000418861871168028,3997.3,0.56200100455889,0.517161146508195,0.999843667608648
"Gmpr2",268,0.000550448722257975,3770.4,0.734640887727704,0.486846734702283,0.999843667608648
"Mdp1",269,0.000132030201426618,6855.1,0.186817464066576,0.783909553067058,0.999843667608648
"Dhrs1",270,-0.000741028894281003,2591.1,-0.954515224566624,0.350565912419107,0.999843667608648
"Ncan",271,9.7285886066255e-05,7016.3,0.14195394481896,0.801620482594024,0.999843667608648
"Tmem161a",272,-0.000231449252919687,6767.1,-0.287923025240302,0.783746154433002,0.999843667608648
"Armc6",273,-0.00018908410771274,6246.5,-0.233417824720462,0.734594811664519,0.999843667608648
"Borcs8",274,-0.000550392271842453,3816,-0.704618596289005,0.490665596546805,0.999843667608648
"Slc25a42",275,0.000690219918438301,2561,0.918160521899771,0.363783456710094,0.999843667608648
"Ranbp3",276,0.000530118000499818,3837.2,0.708227395601252,0.497338638620719,0.999843667608648
"Ndufa11",277,0.00047350734840582,4386.5,0.633644845175901,0.546798555327078,0.999843667608648
"Nr2f6",278,-0.000718581729961587,2698.6,-0.925687338137285,0.364543250952423,0.999843667608648
"Use1",279,0.000534767871677482,3801.7,0.714464337607244,0.490014385122164,0.999843667608648
"Ocel1",280,0.000588942628030376,3570.1,0.786258424011139,0.462344474724312,0.999843667608648
"Dyrk1b",281,0.000624842922276019,3128,0.833299042444775,0.4203169975766,0.999843667608648
"Braf",282,4.08191051098134e-05,7557,0.0673907201560222,0.850108962569901,0.999843667608648
"Ndufb2",283,-0.000246583352479848,5994,-0.30853789053301,0.710830769463737,0.999843667608648
"Hltf",284,-0.000332663761666781,5480.7,-0.420565045548847,0.658175453806183,0.999843667608648
"Prpf6",285,-0.000483373765242152,4288.3,-0.618026474759356,0.544750072758191,0.999843667608648
"Rgs19",286,-0.000190139396859202,7085.3,-0.233722057134954,0.815432379804395,0.999843667608648
"Rgs20",287,-0.00166267687976746,371.4,-2.16063278109438,0.0360402733527045,0.810177207448686
"Abhd3",288,-0.000198137871169329,6444.5,-0.243201398607571,0.751928061562428,0.999843667608648
