cellnames,dataset,tSNE_1,tSNE_2,KNNpred,SVMpred,IDconsensus,Tom_cells
F2S4_161104_002_H01,T18,9.051283227,-16.4620717,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_161104_003_A01,T18,15.24818224,-19.23825337,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_161104_003_B01,T18,9.521640778,-17.58890349,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_161104_003_C01,T18,10.36601821,-17.17920816,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_161114_003_C01,T18,9.565967604,-30.09094385,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170119_001_B01,T18,10.62793859,-34.83383631,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170119_001_E01,T18,-2.029550641,-26.27265368,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170119_002_D01,T18,-9.708937518,3.916726962,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_170119_003_D01,T18,7.320165695,-41.27405866,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170119_004_B01,T18,-44.71430346,32.31256605,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_170206_001_A01,T18,-37.10401596,14.49557605,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170206_001_B01,T18,-33.04071375,23.60001948,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170206_001_C01,T18,-33.93190033,20.34439573,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_170206_001_D01,T18,-30.67087251,19.85241319,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170206_001_E01,T18,-30.99612107,20.37787817,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170207_001_B01,T18,-32.11588489,19.29437373,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170207_001_C01,T18,-31.51594853,20.08588125,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170207_001_D01,T18,-34.87603764,19.23402061,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170209_001_D01,T18,5.396797098,-5.113975478,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_170209_001_G01,T18,47.47126548,-7.204795692,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
F2S4_170209_001_H01,T18,-37.41911589,28.44702145,non appliable,non appliable,Vip Lmo1 Fam159b,non appliable
F2S4_170209_002_F01,T18,-37.19302589,27.98762395,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_170209_003_B01,T18,-6.302133414,-13.02908772,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_170209_003_G01,T18,-7.798606492,-17.55476321,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_170209_004_F01,T18,-7.902429807,7.812664598,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_170209_005_A01,T18,-57.81638966,3.495759315,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_170210_001_D01,T18,-36.30211285,-17.40858487,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_170210_002_D01,T18,-46.6223141,-2.97799572,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_170210_002_E01,T18,12.07466223,8.374086702,non appliable,non appliable,Sncg Vip Nptx2,non appliable
F2S4_170210_005_E01,T18,-0.127333866,-15.37343639,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_170210_005_G01,T18,-47.08356309,-4.450241348,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_170210_006_C01,T18,-47.42866048,-3.20577376,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_170221_003_G01,T18,-35.91395904,23.51473269,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170403_001_A01,T18,-37.50927026,10.89810146,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170403_001_B01,T18,-32.36154148,35.4713488,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170403_001_C01,T18,-33.00447049,14.2137384,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170403_001_D01,T18,-44.91493795,18.49127928,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170403_001_E01,T18,-33.41412206,16.96779708,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170403_001_G01,T18,-37.23714868,10.90880789,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_170405_001_C01,T18,19.59950975,-43.37845367,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170405_002_H01,T18,0.455455213,-53.37034896,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170405_003_C01,T18,-37.60730358,-16.0994019,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_170421_008_B01,T18,10.1221606,-17.588227,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_170421_008_C01,T18,3.493424906,-28.18142035,non appliable,non appliable,Lamp5 Lhx6,non appliable
F2S4_170711_003_F01,T18,-32.75197551,5.025359622,non appliable,non appliable,Vip Rspo4 Rxfp1 Chat,non appliable
F2S4_170828_017_D01,T18,4.26949978,-28.95211599,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170828_017_H01,T18,7.700678011,-34.59896019,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170828_018_E01,T18,1.439795434,7.778159348,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_170828_018_H01,T18,-41.41963881,-4.655756813,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_170828_019_E01,T18,-14.01490142,-46.1906176,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170828_019_G01,T18,-7.725458649,-16.51741575,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_170828_022_G01,T18,17.57866876,-38.82241026,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_170828_022_H01,T18,-20.94293045,28.69337929,non appliable,non appliable,Vip Gpc3 Slc18a3,non appliable
F2S4_170828_023_C01,T18,-5.749236516,-2.048881687,non appliable,non appliable,Serpinf1 Aqp5 Vip,non appliable
F2S4_170828_024_D01,T18,8.540727639,-29.93056665,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_001_A01,T18,0.606041172,3.836439128,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_171006_001_C01,T18,8.13176938,-25.42094558,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_001_G01,T18,-36.43003196,23.89542751,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_171006_002_B01,T18,8.14391751,-25.76997852,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_002_D01,T18,-26.36714624,24.43277345,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_171006_002_G01,T18,-10.87728834,-45.83212413,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_002_H01,T18,-8.815860378,31.94116024,non appliable,non appliable,Vip Igfbp4 Mab21l1,non appliable
F2S4_171006_003_A01,T18,6.921266342,-34.61373881,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_003_B01,T18,1.484131797,7.775214093,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_171006_003_D01,T18,8.355896504,-33.69483859,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_003_F01,T18,-40.79232833,28.99285344,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_171006_004_B01,T18,8.135558637,-25.74925105,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_004_D01,T18,-4.640597874,7.931123036,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_171006_004_E01,T18,9.647215197,-33.96231816,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_004_F01,T18,-7.800448979,-17.55981002,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_171006_004_G01,T18,-5.139766371,20.61843583,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_171006_004_H01,T18,-38.29029826,-9.237205761,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_171006_005_A01,T18,6.857935767,-26.18344041,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_005_C01,T18,5.743241185,-4.083988639,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_171006_005_D01,T18,9.246863696,-28.70955253,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_005_E01,T18,7.222079992,-26.08639184,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_006_D01,T18,-44.86227754,-25.48790167,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_171006_006_E01,T18,-15.34648807,1.168038626,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_171006_006_F01,T18,6.527619701,-50.69557984,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_007_C01,T18,23.08467181,-7.917975662,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_008_C01,T18,3.981424392,-28.4073409,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_008_D01,T18,5.232486347,-31.60101437,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_008_H01,T18,7.794382317,-34.51448018,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_009_B01,T18,-35.8745738,29.64300092,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_171006_009_G01,T18,-7.545243638,-15.37684054,non appliable,non appliable,Serpinf1 Clrn1,non appliable
F2S4_171006_010_E01,T18,7.668332868,-34.87496258,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_010_F01,T18,0.915441442,16.43103383,non appliable,non appliable,Vip Pygm C1ql1,non appliable
F2S4_171006_011_B01,T18,20.11067404,-7.167442259,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_012_B01,T18,-39.91708935,-26.82485094,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_171006_013_F01,T18,4.157444624,-35.36083827,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_014_C01,T18,-8.373140501,3.140414411,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_171006_015_A01,T18,7.946756174,-27.83003422,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_015_B01,T18,13.95023778,-33.92733632,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_015_C01,T18,-1.483052391,-50.25418886,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_015_H01,T18,9.494029052,-28.68733068,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_016_B01,T18,9.259525923,-29.53258198,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171006_016_E01,T18,9.172053201,-28.95704399,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171121_004_G01,T18,-53.23789259,7.631653659,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_171204_001_F01,T18,6.080755967,-4.277384023,non appliable,non appliable,Sncg Vip Itih5,non appliable
F2S4_171204_001_G01,T18,-25.92368684,17.79441815,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_171204_003_H01,T18,-37.50951915,9.596131712,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
F2S4_171204_004_A01,T18,7.46784283,-33.85714214,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171204_004_C01,T18,10.08727932,-35.32423429,non appliable,non appliable,Lamp5 Lsp1,non appliable
F2S4_171204_004_D01,T18,-52.66208015,17.41550263,non appliable,non appliable,Vip Lmo1 Myl1,non appliable
F2S4_171220_001_A01,T18,-34.19455394,-27.35650079,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
F2S4_171220_002_A01,T18,-43.04562715,16.29132513,non appliable,non appliable,Vip Ptprt Pkp2,non appliable
F2S4_171220_002_B01,T18,-17.17908556,-0.700044573,non appliable,non appliable,Vip Chat Htr1f,non appliable
F2S4_180122_001_B01,T18,53.63643338,32.45044257,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_001_E01,T18,1.643672585,-15.25934425,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_001_F01,T18,-0.143406843,-15.1345345,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_001_G01,T18,3.216040734,-13.63735788,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_002_C01,T18,2.597702039,-15.05943785,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_002_D01,T18,50.22472336,31.87312926,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_180122_002_E01,T18,4.784667541,-12.06148106,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_002_F01,T18,53.69838287,32.57438089,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_002_G01,T18,4.502044596,-12.55065872,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_002_H01,T18,1.827070076,-13.43423747,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_003_A01,T18,3.743261779,-13.4091412,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_003_D01,T18,0.037073893,-15.46110948,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_003_E01,T18,2.066068617,-15.26939073,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_003_F01,T18,10.9987217,33.46711142,non appliable,non appliable,Vip Igfbp6 Pltp,non appliable
F2S4_180122_003_G01,T18,50.04039919,31.65686282,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_180122_004_A01,T18,4.330879017,-12.57865427,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_004_C01,T18,50.17200615,31.98950953,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_004_E01,T18,0.643552555,-12.53007254,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_004_H01,T18,1.790282097,-13.41855666,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_005_A01,T18,4.706998266,-12.24982656,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_005_C01,T18,1.79011129,-15.14328251,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_011_D01,T18,50.06287316,31.72267913,non appliable,non appliable,Lamp5 Krt73,non appliable
F2S4_180122_011_F01,T18,5.837880996,-11.72930289,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_011_G01,T18,3.124822229,-15.43723092,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_011_H01,T18,4.360197765,-12.69626964,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_012_A01,T18,3.433521692,-13.59962014,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_012_C01,T18,4.135154021,-12.60913358,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_012_E01,T18,4.876270037,-12.00859927,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_012_F01,T18,1.652548018,-11.74263732,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_012_G01,T18,3.100227367,-15.41131234,non appliable,non appliable,Sncg Slc17a8,non appliable
F2S4_180122_012_H01,T18,3.856904096,-9.281256573,non appliable,non appliable,Sncg Slc17a8,non appliable
FYS4_171003_504_A01,T18,-42.00895333,-7.812958878,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
FYS4_171003_504_B01,T18,23.83606289,-1.130026957,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
FYS4_171003_504_C01,T18,21.70091446,-30.7988668,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
FYS4_171003_504_D01,T18,-18.62693916,-15.01343336,non appliable,non appliable,Vip Crispld2 Htr2c,non appliable
FYS4_171003_504_E01,T18,-38.10912994,-9.567694714,non appliable,non appliable,Vip Lect1 Oxtr,non appliable
FYS4_171003_504_F01,T18,-30.34429333,-24.9403153,non appliable,non appliable,Vip Crispld2 Kcne4,non appliable
FYS4_171003_504_G01,T18,25.00232206,0.017747984,non appliable,non appliable,Lamp5 Plch2 Dock5,non appliable
FYS4_171004_103_A01,T18,8.421223149,-32.24997963,non appliable,non appliable,Lamp5 Lsp1,non appliable
FYS4_171004_103_B01,T18,14.97336679,9.518814507,non appliable,non appliable,Sncg Gpr50,non appliable
FYS4_171004_104_A01,T18,16.41181858,9.155761446,non appliable,non appliable,Sncg Gpr50,non appliable
CCHT4_ROW01_1,P15,-18.72188271,-22.29536743,Vip Crispld2 Htr2c,Vip Crispld2 Kcne4,inconclusive,FALSE
CCHT4_ROW01_15,P15,-4.865942088,-32.29738267,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,FALSE
CCHT4_ROW01_17,P15,36.31626683,22.0557929,Lamp5 Fam19a1 Tmem182,Lamp5 Fam19a1 Pax6,inconclusive,FALSE
CCHT4_ROW01_18,P15,7.335492845,-44.77534056,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,FALSE
CCHT4_ROW01_2,P15,-32.7221067,29.73166817,Vip Lmo1 Fam159b,Vip Rspo1 Itga4,inconclusive,FALSE
CCHT4_ROW01_20,P15,51.70179153,-17.35931366,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW01_3,P15,-1.030036323,18.07088483,Vip Pygm C1ql1,Vip Pygm C1ql1,Vip Pygm C1ql1,TRUE
CCHT4_ROW01_7,P15,45.19971428,17.35405001,Lamp5 Fam19a1 Tmem182,Lamp5 Fam19a1 Pax6,inconclusive,FALSE
CCHT4_ROW01_8,P15,7.536921981,21.56327718,Vip Pygm C1ql1,Vip Col15a1 Pde1a,inconclusive,FALSE
CCHT4_ROW02_1,P15,-8.268659099,-37.33154433,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,TRUE
CCHT4_ROW02_12,P15,34.05067897,-13.26591216,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW02_17,P15,-0.365526734,-28.79647029,Lamp5 Lsp1,Vip Ptprt Pkp2,inconclusive,FALSE
CCHT4_ROW02_18,P15,31.81253544,-28.05915549,Lamp5 Lsp1,Lamp5 Lhx6,inconclusive,TRUE
CCHT4_ROW02_20,P15,16.33195507,-24.81015743,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,TRUE
CCHT4_ROW02_3,P15,16.993134,-24.74549728,Lamp5 Lsp1,Lamp5 Lhx6,inconclusive,TRUE
CCHT4_ROW02_5,P15,-28.03082592,19.39895586,Vip Ptprt Pkp2,Vip Ptprt Pkp2,Vip Ptprt Pkp2,FALSE
CCHT4_ROW02_6,P15,8.676851841,32.86309598,Vip Igfbp6 Pltp,Vip Igfbp6 Car10,inconclusive,FALSE
CCHT4_ROW02_7,P15,-60.3199635,5.015067387,Vip Lmo1 Myl1,Vip Crispld2 Kcne4,inconclusive,FALSE
CCHT4_ROW02_8,P15,28.40764253,-33.65884865,Lamp5 Lsp1,Lamp5 Plch2 Dock5,inconclusive,TRUE
CCHT4_ROW03_12,P15,21.60004421,-27.98495648,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,TRUE
CCHT4_ROW03_15,P15,-6.856394251,18.59388707,Vip Pygm C1ql1,Vip Pygm C1ql1,Vip Pygm C1ql1,FALSE
CCHT4_ROW03_16,P15,-2.416677599,-9.620948625,Sncg Slc17a8,Sncg Gpr50,inconclusive,FALSE
CCHT4_ROW03_18,P15,16.80085289,-24.82703924,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,TRUE
CCHT4_ROW03_2,P15,21.30856915,-50.26977566,Lamp5 Lsp1,Lamp5 Lhx6,inconclusive,TRUE
CCHT4_ROW03_5,P15,5.892407484,-0.742093414,Vip Col15a1 Pde1a,Sncg Vip Itih5,inconclusive,FALSE
CCHT4_ROW03_7,P15,12.23062612,-39.23714298,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,FALSE
CCHT4_ROW03_8,P15,44.109802,29.42182081,Lamp5 Fam19a1 Pax6,Lamp5 Fam19a1 Pax6,Lamp5 Fam19a1 Pax6,TRUE
CCHT4_ROW03_9,P15,38.43943236,-9.495616876,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW04_14,P15,-0.672014769,-29.12583848,Lamp5 Lsp1,Lamp5 Lhx6,inconclusive,FALSE
CCHT4_ROW04_15,P15,14.78093002,30.64596025,Vip Igfbp6 Pltp,Vip Igfbp6 Car10,inconclusive,TRUE
CCHT4_ROW04_16,P15,-41.04375528,23.47360193,Vip Ptprt Pkp2,Vip Ptprt Pkp2,Vip Ptprt Pkp2,TRUE
CCHT4_ROW04_19,P15,3.659112852,-25.59543734,Lamp5 Lsp1,Serpinf1 Clrn1,inconclusive,FALSE
CCHT4_ROW04_20,P15,16.375873,-30.2609121,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,FALSE
CCHT4_ROW04_5,P15,-44.51611511,9.288749868,Vip Ptprt Pkp2,Vip Ptprt Pkp2,Vip Ptprt Pkp2,FALSE
CCHT4_ROW04_6,P15,38.40623958,-9.457521352,Lamp5 Plch2 Dock5,Lamp5 Ntn1 Npy2r,inconclusive,TRUE
CCHT4_ROW04_7,P15,46.82358577,-12.2071778,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW04_8,P15,22.68618191,-4.94161583,Lamp5 Plch2 Dock5,Lamp5 Lsp1,inconclusive,FALSE
CCHT4_ROW04_9,P15,3.973737602,-48.22024149,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,FALSE
CCHT4_ROW05_10,P15,38.52428894,-24.29501445,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,FALSE
CCHT4_ROW05_12,P15,8.627707486,-38.8712623,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,FALSE
CCHT4_ROW05_13,P15,45.62459664,-12.76765732,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW05_14,P15,34.44990681,-12.67769991,Lamp5 Plch2 Dock5,Lamp5 Fam19a1 Pax6,inconclusive,TRUE
CCHT4_ROW05_15,P15,41.06246664,-19.46455292,Lamp5 Plch2 Dock5,Vip Chat Htr1f,inconclusive,TRUE
CCHT4_ROW05_16,P15,8.45354517,38.50269752,Vip Igfbp6 Pltp,Vip Igfbp6 Pltp,Vip Igfbp6 Pltp,FALSE
CCHT4_ROW05_17,P15,44.55925892,8.621965802,Lamp5 Ntn1 Npy2r,Lamp5 Ntn1 Npy2r,Lamp5 Ntn1 Npy2r,FALSE
CCHT4_ROW05_18,P15,-20.63716887,-20.52573866,Vip Crispld2 Htr2c,Vip Crispld2 Kcne4,inconclusive,TRUE
CCHT4_ROW05_20,P15,44.82265306,-4.100627759,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW05_3,P15,41.93071745,-1.68556032,Lamp5 Plch2 Dock5,Lamp5 Ntn1 Npy2r,inconclusive,TRUE
CCHT4_ROW05_5,P15,-40.75105256,23.75582821,Vip Ptprt Pkp2,Vip Ptprt Pkp2,Vip Ptprt Pkp2,FALSE
CCHT4_ROW05_7,P15,17.22869168,42.28038546,Vip Igfbp6 Pltp,Vip Igfbp6 Pltp,Vip Igfbp6 Pltp,FALSE
CCHT4_ROW06_1,P15,-42.29581561,-22.23772846,Vip Crispld2 Kcne4,Vip Crispld2 Kcne4,Vip Crispld2 Kcne4,FALSE
CCHT4_ROW06_14,P15,-5.335749839,-15.22777395,Serpinf1 Clrn1,Sncg Slc17a8,inconclusive,TRUE
CCHT4_ROW06_16,P15,35.77977921,23.90278996,Lamp5 Fam19a1 Tmem182,Sncg Vip Nptx2,inconclusive,TRUE
CCHT4_ROW06_17,P15,21.30125554,-50.19889282,Lamp5 Lsp1,Lamp5 Plch2 Dock5,inconclusive,FALSE
CCHT4_ROW06_20,P15,44.76564205,8.805817981,Lamp5 Ntn1 Npy2r,Vip Igfbp6 Car10,inconclusive,FALSE
CCHT4_ROW06_7,P15,51.89568644,30.99521522,Lamp5 Krt73,Lamp5 Krt73,Lamp5 Krt73,FALSE
CCHT4_ROW07_1,P15,28.36221276,-20.17666198,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW07_12,P15,-31.73891706,-29.26091639,Vip Crispld2 Kcne4,Vip Crispld2 Kcne4,Vip Crispld2 Kcne4,FALSE
CCHT4_ROW07_14,P15,-2.028691122,29.43086036,Vip Arhgap36 Hmcn1,Vip Pygm C1ql1,inconclusive,FALSE
CCHT4_ROW07_16,P15,-19.51222322,-16.02231241,Vip Crispld2 Htr2c,Vip Crispld2 Htr2c,Vip Crispld2 Htr2c,TRUE
CCHT4_ROW07_18,P15,-37.9483297,-1.212168082,Vip Lect1 Oxtr,Vip Lect1 Oxtr,Vip Lect1 Oxtr,TRUE
CCHT4_ROW07_19,P15,1.426249567,-46.87330507,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,TRUE
CCHT4_ROW07_20,P15,16.46024366,-24.96712002,Lamp5 Lsp1,Lamp5 Ntn1 Npy2r,inconclusive,TRUE
CCHT4_ROW07_5,P15,28.00327648,-33.18667332,Lamp5 Lsp1,Lamp5 Lsp1,Lamp5 Lsp1,TRUE
CCHT4_ROW07_7,P15,15.35861935,-2.193188915,Sncg Vip Itih5,Sncg Vip Nptx2,inconclusive,TRUE
CCHT4_ROW07_9,P15,21.68171054,35.21383902,Vip Igfbp6 Pltp,Vip Igfbp6 Car10,inconclusive,FALSE
CCHT4_ROW08_1,P15,47.70511869,2.750746835,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW08_12,P15,45.64648322,5.931487474,Lamp5 Ntn1 Npy2r,Lamp5 Ntn1 Npy2r,Lamp5 Ntn1 Npy2r,TRUE
CCHT4_ROW08_14,P15,34.04996686,-12.31097599,Lamp5 Plch2 Dock5,Lamp5 Ntn1 Npy2r,inconclusive,TRUE
CCHT4_ROW08_17,P15,40.20747781,-29.07158422,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,Lamp5 Plch2 Dock5,TRUE
CCHT4_ROW08_2,P15,22.58324361,16.40402714,Lamp5 Ntn1 Npy2r,Vip Igfbp6 Car10,inconclusive,FALSE
CCHT4_ROW08_20,P15,32.90837895,-31.98399476,Lamp5 Lsp1,Lamp5 Plch2 Dock5,inconclusive,TRUE
CCHT4_ROW08_4,P15,-25.50153037,-26.84310472,Vip Crispld2 Kcne4,Vip Crispld2 Kcne4,Vip Crispld2 Kcne4,TRUE
CCHT4_ROW08_7,P15,29.00858029,8.323279991,Lamp5 Ntn1 Npy2r,Sncg Gpr50,inconclusive,FALSE
CCHT4_ROW08_8,P15,7.227748294,-4.033273895,Sncg Vip Itih5,Sncg Vip Itih5,Sncg Vip Itih5,FALSE
CCHT4_ROW08_9,P15,31.12922323,-35.832772,Lamp5 Lsp1,Lamp5 Lhx6,inconclusive,TRUE
